               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.096471,            0.042014,            0.041354,             0.93135,             0.11647,             0.12542,            0.058869,            0.066957,             0.02905,            0.028418,             0.00074,             0.00074,             0.09334
